# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	539395	540903	+							F0Q04_RS02515	1509		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	539395	540903	+	WP_165841151.1	WP_165841151.1		ABC transporter substrate-binding protein			F0Q04_RS02515	1509	502	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	540909	543002	+							F0Q04_RS02520	2094		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	540909	543002	+	WP_182344307.1	WP_182344307.1		hybrid sensor histidine kinase/response regulator			F0Q04_RS02520	2094	697	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	543060	544100	-							F0Q04_RS02525	1041		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	543060	544100	-	WP_182344309.1	WP_182344309.1		peptidoglycan-binding protein			F0Q04_RS02525	1041	346	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	544310	545227	-							F0Q04_RS02530	918		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	544310	545227	-	WP_116925336.1	WP_116925336.1		ParB/RepB/Spo0J family partition protein			F0Q04_RS02530	918	305	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	545231	545788	-							F0Q04_RS02535	558		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	545231	545788	-	WP_116925515.1	WP_116925515.1		alpha/beta hydrolase			F0Q04_RS02535	558	185	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	545970	546743	-							F0Q04_RS02540	774		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	545970	546743	-	WP_021027164.1	WP_021027164.1		AAA family ATPase			F0Q04_RS02540	774	257	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	546766	547380	-							F0Q04_RS02545	615		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	546766	547380	-	WP_182344311.1	WP_182344311.1		LysE family translocator			F0Q04_RS02545	615	204	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	547539	548195	-					rsmG		F0Q04_RS02550	657		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	547539	548195	-	WP_182344313.1	WP_182344313.1		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	rsmG		F0Q04_RS02550	657	218	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	548192	550171	-					mnmG		F0Q04_RS02555	1980		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	548192	550171	-	WP_182344315.1	WP_182344315.1		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	mnmG		F0Q04_RS02555	1980	659	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	550393	550995	+					gstA		F0Q04_RS02560	603		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	550393	550995	+	WP_182344317.1	WP_182344317.1		glutathione transferase GstA	gstA		F0Q04_RS02560	603	200	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	551151	551345	+							F0Q04_RS02565	195		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	551151	551345	+	WP_021027169.1	WP_021027169.1		cation transporter			F0Q04_RS02565	195	64	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	551348	551824	+					cueR		F0Q04_RS02570	477		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	551348	551824	+	WP_232539487.1	WP_232539487.1		Cu(I)-responsive transcriptional regulator	cueR		F0Q04_RS02570	477	158	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	551901	552980	-							F0Q04_RS02575	1080		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	551901	552980	-	WP_182344319.1	WP_182344319.1		recombination-associated protein RdgC			F0Q04_RS02575	1080	359	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	553293	553847	+							F0Q04_RS02580	555		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	553293	553847	+	WP_116925343.1	WP_116925343.1		Spy/CpxP family protein refolding chaperone			F0Q04_RS02580	555	184	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	554023	554586	+							F0Q04_RS02585	564		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	554023	554586	+	WP_116925344.1	WP_116925344.1		acyloxyacyl hydrolase			F0Q04_RS02585	564	187	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	558107	558915	+							F0Q04_RS02590	809		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	558107	558915	+	WP_182345530.1	WP_182345530.1		IS5 family transposase			F0Q04_RS02590	810	269	ribosomal_slippage
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	559420	560534	-							F0Q04_RS02595	1115		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	559420	560534	-	WP_182344321.1	WP_182344321.1		IS3 family transposase			F0Q04_RS02595	1116	371	ribosomal_slippage
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	560979	561260	+							F0Q04_RS02600	282		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	560979	561260	+	WP_182344323.1	WP_182344323.1		hypothetical protein			F0Q04_RS02600	282	93	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	561318	561653	+							F0Q04_RS02605	336		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	561318	561653	+	WP_182344325.1	WP_182344325.1		hypothetical protein			F0Q04_RS02605	336	111	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	561680	562642	+							F0Q04_RS02610	963		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	561680	562642	+	WP_182344327.1	WP_182344327.1		hypothetical protein			F0Q04_RS02610	963	320	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	562663	562959	+							F0Q04_RS02615	297		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	562663	562959	+	WP_182283343.1	WP_182283343.1		H-NS histone family protein			F0Q04_RS02615	297	98	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	563032	563313	+							F0Q04_RS02620	282		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	563032	563313	+	WP_182283342.1	WP_182283342.1		hypothetical protein			F0Q04_RS02620	282	93	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	563335	563508	+							F0Q04_RS02625	174		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	563335	563508	+	WP_182283341.1	WP_182283341.1		hypothetical protein			F0Q04_RS02625	174	57	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	563965	564669	+							F0Q04_RS02630	705		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	563965	564669	+	WP_001067855.1	WP_001067855.1		IS6-like element IS26 family transposase			F0Q04_RS02630	705	234	
gene	pseudogene	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	564722	565519	-					intI1		F0Q04_RS02635	798		partial;pseudo
CDS	without_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	564722	565519	-				class 1 integron integrase IntI1	intI1		F0Q04_RS02635	798		partial;pseudo
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	565680	566234	+							F0Q04_RS02640	555		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	565680	566234	+	WP_003159191.1	WP_003159191.1		aminoglycoside N-acetyltransferase AAC(6')-Ib4			F0Q04_RS02640	555	184	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	566307	566561	-							F0Q04_RS02645	255		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	566307	566561	-	WP_032492620.1	WP_032492620.1		Txe/YoeB family addiction module toxin			F0Q04_RS02645	255	84	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	566558	566809	-							F0Q04_RS02650	252		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	566558	566809	-	WP_032492621.1	WP_032492621.1		type II toxin-antitoxin system prevent-host-death family antitoxin			F0Q04_RS02650	252	83	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	566983	567537	+							F0Q04_RS02655	555		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	566983	567537	+	WP_014454105.1	WP_014454105.1		aminoglycoside N-acetyltransferase AAC(6')-Ib'			F0Q04_RS02655	555	184	
gene	pseudogene	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	567642	568894	+					ere(A)		F0Q04_RS02660	1253		pseudo
CDS	without_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	567642	568894	+				EreA family erythromycin esterase	ere(A)		F0Q04_RS02660	1253		pseudo
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	568992	569819	+							F0Q04_RS02665	828		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	568992	569819	+	WP_014386432.1	WP_014386432.1		OXA-2 family oxacillin-hydrolyzing class D beta-lactamase OXA-21			F0Q04_RS02665	828	275	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	569867	570340	+					dfrA1		F0Q04_RS02670	474		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	569867	570340	+	WP_071846295.1	WP_071846295.1		trimethoprim-resistant dihydrofolate reductase DfrA1	dfrA1		F0Q04_RS02670	474	157	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	570532	570879	+							F0Q04_RS02675	348		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	570532	570879	+	WP_000679427.1	WP_000679427.1		quaternary ammonium compound efflux SMR transporter QacE delta 1			F0Q04_RS02675	348	115	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	570873	571844	+					folP		F0Q04_RS02680	972		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	570873	571844	+	WP_054065446.1	WP_054065446.1		dihydropteroate synthase	folP		F0Q04_RS02680	972	323	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	572061	573275	+					floR		F0Q04_RS02685	1215		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	572061	573275	+	WP_182344330.1	WP_182344330.1		chloramphenicol/florfenicol efflux MFS transporter FloR	floR		F0Q04_RS02685	1215	404	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	573441	576326	-							F0Q04_RS02690	2886		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	573441	576326	-	WP_182344332.1	WP_182344332.1		Tn3 family transposase			F0Q04_RS02690	2886	961	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	576452	577120	+							F0Q04_RS02695	669		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	576452	577120	+	WP_023434504.1	WP_023434504.1		recombinase family protein			F0Q04_RS02695	669	222	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	577132	577935	+					aph(3'')-Ib		F0Q04_RS02700	804		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	577132	577935	+	WP_001082319.1	WP_001082319.1		aminoglycoside O-phosphotransferase APH(3'')-Ib	aph(3'')-Ib		F0Q04_RS02700	804	267	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	577935	578771	+							F0Q04_RS02705	837		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	577935	578771	+	WP_000480968.1	WP_000480968.1		aminoglycoside O-phosphotransferase APH(6)-Id			F0Q04_RS02705	837	278	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	578957	579583	-					tetR(G)		F0Q04_RS02715	627		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	578957	579583	-	WP_000163574.1	WP_000163574.1		tetracycline resistance transcriptional repressor TetR(G)	tetR(G)		F0Q04_RS02715	627	208	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	579687	580862	+					tet(G)		F0Q04_RS02720	1176		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	579687	580862	+	WP_001257840.1	WP_001257840.1		tetracycline efflux MFS transporter Tet(G)	tet(G)		F0Q04_RS02720	1176	391	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	580955	581674	+							F0Q04_RS02725	720		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	580955	581674	+	WP_023139374.1	WP_023139374.1		LysR family transcriptional regulator			F0Q04_RS02725	720	239	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	581766	583250	-							F0Q04_RS02730	1485		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	581766	583250	-	WP_022742855.1	WP_022742855.1		IS91 family transposase			F0Q04_RS02730	1485	494	
gene	pseudogene	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	583525	583878	-					groEL		F0Q04_RS02735	354		partial;pseudo
CDS	without_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	583525	583878	-				chaperonin GroEL	groEL		F0Q04_RS02735	354		partial;pseudo
gene	pseudogene	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	583879	584178	-					intI1		F0Q04_RS23920	300		partial;pseudo
CDS	without_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	583879	584178	-				class 1 integron integrase IntI1	intI1		F0Q04_RS23920	300		partial;pseudo
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	584280	585131	+					sul1		F0Q04_RS02745	852		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	584280	585131	+	WP_031966051.1	WP_031966051.1		sulfonamide-resistant dihydropteroate synthase Sul1	sul1		F0Q04_RS02745	852	283	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	585259	585759	+							F0Q04_RS02750	501		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	585259	585759	+	WP_000376623.1	WP_000376623.1		GNAT family N-acetyltransferase			F0Q04_RS02750	501	166	
gene	pseudogene	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	585865	586317	-							F0Q04_RS02755	453		partial;pseudo
CDS	without_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	585865	586317	-				TniB family NTP-binding protein			F0Q04_RS02755	453		partial;pseudo
gene	pseudogene	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	586320	587264	-							F0Q04_RS02760	945		partial;pseudo
CDS	without_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	586320	587264	-				transposase family protein			F0Q04_RS02760	945		partial;pseudo
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	587338	588141	-					istB		F0Q04_RS02765	804		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	587338	588141	-	WP_182343973.1	WP_182343973.1		IS21-like element helper ATPase IstB	istB		F0Q04_RS02765	804	267	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	588131	589657	-					istA		F0Q04_RS02770	1527		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	588131	589657	-	WP_182343975.1	WP_182343975.1		IS21 family transposase	istA		F0Q04_RS02770	1527	508	
gene	pseudogene	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	589767	590507	-							F0Q04_RS02775	741		partial;pseudo
CDS	without_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	589767	590507	-				transposase			F0Q04_RS02775	741		partial;pseudo
gene	pseudogene	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	590582	590647	-							F0Q04_RS23925	66		partial;pseudo
CDS	without_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	590582	590647	-				hypothetical protein			F0Q04_RS23925	66		partial;pseudo
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	590903	591664	-							F0Q04_RS02790	762		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	590903	591664	-	WP_021263754.1	WP_021263754.1		APH(3')-I family aminoglycoside O-phosphotransferase			F0Q04_RS02790	762	253	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	591729	592538	-							F0Q04_RS02795	810		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	591729	592538	-	WP_011205809.1	WP_011205809.1		hypothetical protein			F0Q04_RS02795	810	269	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	592616	592927	-							F0Q04_RS02800	312		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	592616	592927	-	WP_011205808.1	WP_011205808.1		type II toxin-antitoxin system RelE/ParE family toxin			F0Q04_RS02800	312	103	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	592924	593175	-							F0Q04_RS02805	252		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	592924	593175	-	WP_011205807.1	WP_011205807.1		antitoxin ParD			F0Q04_RS02805	252	83	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	593593	594606	-					intI1		F0Q04_RS02810	1014		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	593593	594606	-	WP_000845048.1	WP_000845048.1		class 1 integron integrase IntI1	intI1		F0Q04_RS02810	1014	337	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	594902	595294	+							F0Q04_RS02815	393		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	594902	595294	+	WP_182344336.1	WP_182344336.1		hypothetical protein			F0Q04_RS02815	393	130	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	595318	595791	+					dfrA1		F0Q04_RS02820	474		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	595318	595791	+	WP_000777554.1	WP_000777554.1		trimethoprim-resistant dihydrofolate reductase DfrA1	dfrA1		F0Q04_RS02820	474	157	
gene	pseudogene	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	595884	596722	+					aadA1		F0Q04_RS02825	839		pseudo
CDS	without_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	595884	596722	+				ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	aadA1		F0Q04_RS02825	839		pseudo
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	596839	597186	+							F0Q04_RS02830	348		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	596839	597186	+	WP_000679427.1	WP_000679427.1		quaternary ammonium compound efflux SMR transporter QacE delta 1			F0Q04_RS02830	348	115	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	597180	598019	+					sul1		F0Q04_RS02835	840		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	597180	598019	+	WP_000259032.1	WP_000259032.1		sulfonamide-resistant dihydropteroate synthase Sul1	sul1		F0Q04_RS02835	840	279	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	598147	598647	+							F0Q04_RS02840	501		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	598147	598647	+	WP_000376623.1	WP_000376623.1		GNAT family N-acetyltransferase			F0Q04_RS02840	501	166	
gene	pseudogene	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	598968	599036	+							F0Q04_RS23930	69		partial;pseudo
CDS	without_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	598968	599036	+				hypothetical protein			F0Q04_RS23930	69		partial;pseudo
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	599154	599918	+							F0Q04_RS02850	765		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	599154	599918	+	WP_001389365.1	WP_001389365.1		IS6-like element IS6100 family transposase			F0Q04_RS02850	765	254	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	600039	600425	+							F0Q04_RS02855	387		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	600039	600425	+	WP_232539488.1	WP_232539488.1		universal stress protein			F0Q04_RS02855	387	128	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	600442	600777	+							F0Q04_RS02860	336		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	600442	600777	+	WP_011518936.1	WP_011518936.1		molecular chaperone DnaK			F0Q04_RS02860	336	111	
gene	pseudogene	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	600865	601734	-							F0Q04_RS02865	870		partial;pseudo
CDS	without_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	600865	601734	-				IS1182 family transposase			F0Q04_RS02865	870		partial;pseudo
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	603079	604101	-							F0Q04_RS02870	1023		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	603079	604101	-	WP_182344338.1	WP_182344338.1		hypothetical protein			F0Q04_RS02870	1023	340	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	604630	605438	-							F0Q04_RS02875	809		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	604630	605438	-	WP_182345530.1	WP_182345530.1		IS5 family transposase			F0Q04_RS02875	810	269	ribosomal_slippage
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	605498	605860	-							F0Q04_RS02880	363		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	605498	605860	-	WP_021027174.1	WP_021027174.1		HPF/RaiA family ribosome-associated protein			F0Q04_RS02880	363	120	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	606139	606699	-							F0Q04_RS02885	561		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	606139	606699	-	WP_182344340.1	WP_182344340.1		GNAT family N-acetyltransferase			F0Q04_RS02885	561	186	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	606815	607285	-							F0Q04_RS02890	471		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	606815	607285	-	WP_021027176.1	WP_021027176.1		peptidylprolyl isomerase			F0Q04_RS02890	471	156	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	607485	608273	+							F0Q04_RS02895	789		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	607485	608273	+	WP_182344342.1	WP_182344342.1		3-hydroxybutyrate dehydrogenase			F0Q04_RS02895	789	262	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	608558	611260	+							F0Q04_RS02900	2703		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	608558	611260	+	WP_232539489.1	WP_232539489.1		transglycosylase domain-containing protein			F0Q04_RS02900	2703	900	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	611302	611775	+							F0Q04_RS02905	474		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	611302	611775	+	WP_182344344.1	WP_182344344.1		DUF1311 domain-containing protein			F0Q04_RS02905	474	157	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	611789	612631	-							F0Q04_RS02910	843		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	611789	612631	-	WP_182344346.1	WP_182344346.1		siderophore-interacting protein			F0Q04_RS02910	843	280	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	613133	617332	+							F0Q04_RS02915	4200		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	613133	617332	+	WP_182344348.1	WP_182344348.1		RHS repeat protein			F0Q04_RS02915	4200	1399	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	617401	617796	+							F0Q04_RS02920	396		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	617401	617796	+	WP_182344350.1	WP_182344350.1		hypothetical protein			F0Q04_RS02920	396	131	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	618139	618315	+							F0Q04_RS02925	177		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	618139	618315	+	WP_182344352.1	WP_182344352.1		hypothetical protein			F0Q04_RS02925	177	58	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	619049	619786	-							F0Q04_RS02930	738		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	619049	619786	-	WP_182344354.1	WP_182344354.1		hypothetical protein			F0Q04_RS02930	738	245	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	619933	620538	-							F0Q04_RS02935	606		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	619933	620538	-	WP_182344356.1	WP_182344356.1		glutathione S-transferase family protein			F0Q04_RS02935	606	201	
