# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1255325	1255765	-							LAD35_RS05795	441		old_locus_tag=LAD35_05795
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1255325	1255765	-	WP_224151766.1	WP_224151766.1		hypothetical protein			LAD35_RS05795	441	146	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1255855	1256340	-							LAD35_RS05800	486		old_locus_tag=LAD35_05800
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1255855	1256340	-	WP_224151767.1	WP_224151767.1		hypothetical protein			LAD35_RS05800	486	161	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1256880	1258010	+							LAD35_RS05805	1131		old_locus_tag=LAD35_05805
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1256880	1258010	+	WP_224151768.1	WP_224151768.1		branched-chain amino acid ABC transporter substrate-binding protein			LAD35_RS05805	1131	376	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1258424	1258948	+							LAD35_RS05810	525		old_locus_tag=LAD35_05810
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1258424	1258948	+	WP_224151769.1	WP_224151769.1		6,7-dimethyl-8-ribityllumazine synthase			LAD35_RS05810	525	174	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1259240	1259851	+							LAD35_RS05815	612		old_locus_tag=LAD35_05815
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1259240	1259851	+	WP_224151770.1	WP_224151770.1		heme-binding beta-barrel domain-containing protein			LAD35_RS05815	612	203	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1260508	1261620	+							LAD35_RS05820	1113		old_locus_tag=LAD35_05820
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1260508	1261620	+	WP_224151771.1	WP_224151771.1		histidine kinase			LAD35_RS05820	1113	370	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1261810	1263006	+							LAD35_RS05825	1197		old_locus_tag=LAD35_05825
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1261810	1263006	+	WP_224151772.1	WP_224151772.1		sugar transporter			LAD35_RS05825	1197	398	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1263063	1263965	-							LAD35_RS05830	903		old_locus_tag=LAD35_05830
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1263063	1263965	-	WP_224151773.1	WP_224151773.1		LysR family transcriptional regulator			LAD35_RS05830	903	300	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1264108	1264767	+							LAD35_RS05835	660		old_locus_tag=LAD35_05835
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1264108	1264767	+	WP_224151775.1	WP_224151775.1		NAD(P)H-binding protein			LAD35_RS05835	660	219	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1264845	1265642	-							LAD35_RS05840	798		old_locus_tag=LAD35_05840
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1264845	1265642	-	WP_224151776.1	WP_224151776.1		alpha/beta hydrolase			LAD35_RS05840	798	265	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1265639	1267249	-							LAD35_RS05845	1611		old_locus_tag=LAD35_05845
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1265639	1267249	-	WP_224151777.1	WP_224151777.1		glycosyltransferase family 39 protein			LAD35_RS05845	1611	536	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1267381	1268106	-							LAD35_RS05850	726		old_locus_tag=LAD35_05850
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1267381	1268106	-	WP_224151778.1	WP_224151778.1		LrgB family protein			LAD35_RS05850	726	241	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1268099	1268473	-							LAD35_RS05855	375		old_locus_tag=LAD35_05855
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1268099	1268473	-	WP_224151779.1	WP_224151779.1		CidA/LrgA family protein			LAD35_RS05855	375	124	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1268576	1269841	-							LAD35_RS05860	1266		old_locus_tag=LAD35_05860
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1268576	1269841	-	WP_224151780.1	WP_224151780.1		cyanate transporter			LAD35_RS05860	1266	421	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1269848	1270291	-							LAD35_RS05865	444		old_locus_tag=LAD35_05865
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1269848	1270291	-	WP_224152598.1	WP_224152598.1		nucleoside deaminase			LAD35_RS05865	444	147	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1270537	1271328	+							LAD35_RS05870	792		old_locus_tag=LAD35_05870
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1270537	1271328	+	WP_224151781.1	WP_224151781.1		MGMT family protein			LAD35_RS05870	792	263	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1271433	1272671	-							LAD35_RS05875	1239		old_locus_tag=LAD35_05875
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1271433	1272671	-	WP_224151782.1	WP_224151782.1		CoA transferase			LAD35_RS05875	1239	412	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1272997	1274187	-							LAD35_RS05880	1191		old_locus_tag=LAD35_05880
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1272997	1274187	-	WP_224151783.1	WP_224151783.1		acyl-CoA dehydrogenase			LAD35_RS05880	1191	396	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1274470	1275405	+							LAD35_RS05885	936		old_locus_tag=LAD35_05885
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1274470	1275405	+	WP_224151784.1	WP_224151784.1		LysR family transcriptional regulator			LAD35_RS05885	936	311	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1275495	1276163	+					tenA		LAD35_RS05890	669		old_locus_tag=LAD35_05890
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1275495	1276163	+	WP_224151785.1	WP_224151785.1		thiaminase II	tenA		LAD35_RS05890	669	222	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1276266	1276598	-							LAD35_RS05895	333		old_locus_tag=LAD35_05895
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1276266	1276598	-	WP_224151786.1	WP_224151786.1		four-helix bundle copper-binding protein			LAD35_RS05895	333	110	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1276955	1277191	+							LAD35_RS05900	237		old_locus_tag=LAD35_05900
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1276955	1277191	+	WP_184705877.1	WP_184705877.1		hypothetical protein			LAD35_RS05900	237	78	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1277655	1278605	-							LAD35_RS05905	951		old_locus_tag=LAD35_05905
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1277655	1278605	-	WP_224151787.1	WP_224151787.1		LysR family transcriptional regulator			LAD35_RS05905	951	316	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1278723	1279697	+							LAD35_RS05910	975		old_locus_tag=LAD35_05910
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1278723	1279697	+	WP_224151788.1	WP_224151788.1		DMT family transporter			LAD35_RS05910	975	324	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1279878	1281398	+							LAD35_RS05915	1521		old_locus_tag=LAD35_05915
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1279878	1281398	+	WP_224151789.1	WP_224151789.1		MdtA/MuxA family multidrug efflux RND transporter periplasmic adaptor subunit			LAD35_RS05915	1521	506	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1281412	1284543	+							LAD35_RS05920	3132		old_locus_tag=LAD35_05920
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1281412	1284543	+	WP_224151790.1	WP_224151790.1		efflux RND transporter permease subunit			LAD35_RS05920	3132	1043	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1284540	1287731	+							LAD35_RS05925	3192		old_locus_tag=LAD35_05925
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1284540	1287731	+	WP_224151791.1	WP_224151791.1		efflux RND transporter permease subunit			LAD35_RS05925	3192	1063	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1287742	1289205	+							LAD35_RS05930	1464		old_locus_tag=LAD35_05930
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1287742	1289205	+	WP_224151792.1	WP_224151792.1		efflux transporter outer membrane subunit			LAD35_RS05930	1464	487	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1289240	1290334	-							LAD35_RS05935	1095		old_locus_tag=LAD35_05935
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1289240	1290334	-	WP_224151793.1	WP_224151793.1		DNA/RNA non-specific endonuclease			LAD35_RS05935	1095	364	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1290529	1293657	-							LAD35_RS05940	3129		old_locus_tag=LAD35_05940
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1290529	1293657	-	WP_224151794.1	WP_224151794.1		error-prone DNA polymerase			LAD35_RS05940	3129	1042	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1293666	1295102	-							LAD35_RS05945	1437		old_locus_tag=LAD35_05945
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1293666	1295102	-	WP_224151795.1	WP_224151795.1		DNA polymerase Y family protein			LAD35_RS05945	1437	478	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1295029	1295841	-					imuA		LAD35_RS05950	813		old_locus_tag=LAD35_05950
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1295029	1295841	-	WP_224151797.1	WP_224151797.1		translesion DNA synthesis-associated protein ImuA	imuA		LAD35_RS05950	813	270	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1296011	1297054	+							LAD35_RS05955	1044		old_locus_tag=LAD35_05955
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1296011	1297054	+	WP_224151798.1	WP_224151798.1		mammalian cell entry protein			LAD35_RS05955	1044	347	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1297126	1297743	+							LAD35_RS05960	618		old_locus_tag=LAD35_05960
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1297126	1297743	+	WP_224151799.1	WP_224151799.1		hypothetical protein			LAD35_RS05960	618	205	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1297789	1298499	+							LAD35_RS05965	711		old_locus_tag=LAD35_05965
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1297789	1298499	+	WP_224151800.1	WP_224151800.1		AzlC family ABC transporter permease			LAD35_RS05965	711	236	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1298496	1298831	+							LAD35_RS05970	336		old_locus_tag=LAD35_05970
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1298496	1298831	+	WP_224151801.1	WP_224151801.1		AzlD domain-containing protein			LAD35_RS05970	336	111	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1299215	1299481	+					rpsO		LAD35_RS05975	267		old_locus_tag=LAD35_05975
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1299215	1299481	+	WP_184705855.1	WP_184705855.1		30S ribosomal protein S15	rpsO		LAD35_RS05975	267	88	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1299686	1301908	+					pnp		LAD35_RS05980	2223		old_locus_tag=LAD35_05980
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1299686	1301908	+	WP_184705853.1	WP_184705853.1		polyribonucleotide nucleotidyltransferase	pnp		LAD35_RS05980	2223	740	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1302006	1303001	+							LAD35_RS05985	996		old_locus_tag=LAD35_05985
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1302006	1303001	+	WP_224152599.1	WP_224152599.1		NAD(P)H-quinone oxidoreductase			LAD35_RS05985	996	331	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1302998	1303738	+					tpiA		LAD35_RS05990	741		old_locus_tag=LAD35_05990
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1302998	1303738	+	WP_224151802.1	WP_224151802.1		triose-phosphate isomerase	tpiA		LAD35_RS05990	741	246	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1303781	1304245	+					secG		LAD35_RS05995	465		old_locus_tag=LAD35_05995
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1303781	1304245	+	WP_224151803.1	WP_224151803.1		preprotein translocase subunit SecG	secG		LAD35_RS05995	465	154	
gene	tRNA	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1304362	1304446	+							LAD35_RS06000	85		old_locus_tag=LAD35_06000
tRNA		GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1304362	1304446	+				tRNA-Leu			LAD35_RS06000	85		anticodon=GAG
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1304516	1304875	+							LAD35_RS06005	360		old_locus_tag=LAD35_06005
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1304516	1304875	+	WP_184705847.1	WP_184705847.1		NADH-quinone oxidoreductase subunit A			LAD35_RS06005	360	119	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1304898	1305377	+							LAD35_RS06010	480		old_locus_tag=LAD35_06010
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1304898	1305377	+	WP_021028558.1	WP_021028558.1		NADH-quinone oxidoreductase subunit B			LAD35_RS06010	480	159	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1305386	1305994	+							LAD35_RS06015	609		old_locus_tag=LAD35_06015
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1305386	1305994	+	WP_224151804.1	WP_224151804.1		NADH-quinone oxidoreductase subunit C			LAD35_RS06015	609	202	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1306022	1307275	+							LAD35_RS06020	1254		old_locus_tag=LAD35_06020
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1306022	1307275	+	WP_224151805.1	WP_224151805.1		NADH-quinone oxidoreductase subunit D			LAD35_RS06020	1254	417	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1307272	1307763	+					nuoE		LAD35_RS06025	492		old_locus_tag=LAD35_06025
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1307272	1307763	+	WP_224151806.1	WP_224151806.1		NADH-quinone oxidoreductase subunit NuoE	nuoE		LAD35_RS06025	492	163	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1307760	1309115	+					nuoF		LAD35_RS06030	1356		old_locus_tag=LAD35_06030
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1307760	1309115	+	WP_224151807.1	WP_224151807.1		NADH-quinone oxidoreductase subunit NuoF	nuoF		LAD35_RS06030	1356	451	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1309130	1311244	+					nuoG		LAD35_RS06035	2115		old_locus_tag=LAD35_06035
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1309130	1311244	+	WP_224151808.1	WP_224151808.1		NADH-quinone oxidoreductase subunit NuoG	nuoG		LAD35_RS06035	2115	704	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1311241	1312317	+					nuoH		LAD35_RS06040	1077		old_locus_tag=LAD35_06040
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1311241	1312317	+	WP_224151809.1	WP_224151809.1		NADH-quinone oxidoreductase subunit NuoH	nuoH		LAD35_RS06040	1077	358	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1312333	1312845	+					nuoI		LAD35_RS06045	513		old_locus_tag=LAD35_06045
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1312333	1312845	+	WP_184705833.1	WP_184705833.1		NADH-quinone oxidoreductase subunit NuoI	nuoI		LAD35_RS06045	513	170	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1312881	1313549	+							LAD35_RS06050	669		old_locus_tag=LAD35_06050
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1312881	1313549	+	WP_224151810.1	WP_224151810.1		NADH-quinone oxidoreductase subunit J			LAD35_RS06050	669	222	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1313546	1313854	+					nuoK		LAD35_RS06055	309		old_locus_tag=LAD35_06055
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1313546	1313854	+	WP_184705829.1	WP_184705829.1		NADH-quinone oxidoreductase subunit NuoK	nuoK		LAD35_RS06055	309	102	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1313883	1315922	+					nuoL		LAD35_RS06060	2040		old_locus_tag=LAD35_06060
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1313883	1315922	+	WP_224151811.1	WP_224151811.1		NADH-quinone oxidoreductase subunit L	nuoL		LAD35_RS06060	2040	679	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1315935	1317404	+							LAD35_RS06065	1470		old_locus_tag=LAD35_06065
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1315935	1317404	+	WP_224151812.1	WP_224151812.1		NADH-quinone oxidoreductase subunit M			LAD35_RS06065	1470	489	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1317432	1318925	+					nuoN		LAD35_RS06070	1494		old_locus_tag=LAD35_06070
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1317432	1318925	+	WP_224151813.1	WP_224151813.1		NADH-quinone oxidoreductase subunit NuoN	nuoN		LAD35_RS06070	1494	497	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1318954	1319271	+							LAD35_RS06075	318		old_locus_tag=LAD35_06075
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1318954	1319271	+	WP_224151814.1	WP_224151814.1		DUF2818 family protein			LAD35_RS06075	318	105	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1319275	1319757	+							LAD35_RS06080	483		old_locus_tag=LAD35_06080
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1319275	1319757	+	WP_224151815.1	WP_224151815.1		DUF1178 family protein			LAD35_RS06080	483	160	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1320091	1320861	+							LAD35_RS06085	771		old_locus_tag=LAD35_06085
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1320091	1320861	+	WP_224151816.1	WP_224151816.1		ABC transporter ATP-binding protein			LAD35_RS06085	771	256	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1320878	1321585	+							LAD35_RS06090	708		old_locus_tag=LAD35_06090
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1320878	1321585	+	WP_224152600.1	WP_224152600.1		ABC transporter ATP-binding protein			LAD35_RS06090	708	235	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1321745	1322941	+							LAD35_RS06095	1197		old_locus_tag=LAD35_06095
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1321745	1322941	+	WP_224151817.1	WP_224151817.1		ABC transporter substrate-binding protein			LAD35_RS06095	1197	398	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1322986	1323870	+							LAD35_RS06100	885		old_locus_tag=LAD35_06100
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1322986	1323870	+	WP_224151818.1	WP_224151818.1		branched-chain amino acid ABC transporter permease			LAD35_RS06100	885	294	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1323881	1324864	+							LAD35_RS06105	984		old_locus_tag=LAD35_06105
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1323881	1324864	+	WP_224151819.1	WP_224151819.1		branched-chain amino acid ABC transporter permease			LAD35_RS06105	984	327	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1324943	1326073	-							LAD35_RS06110	1131		old_locus_tag=LAD35_06110
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1324943	1326073	-	WP_224152601.1	WP_224152601.1		ABC transporter substrate-binding protein			LAD35_RS06110	1131	376	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1326810	1328744	+					thiC		LAD35_RS06115	1935		old_locus_tag=LAD35_06115
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1326810	1328744	+	WP_224151820.1	WP_224151820.1		phosphomethylpyrimidine synthase ThiC	thiC		LAD35_RS06115	1935	644	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1328842	1329354	-							LAD35_RS06120	513		old_locus_tag=LAD35_06120
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1328842	1329354	-	WP_224151821.1	WP_224151821.1		O-acetyl-ADP-ribose deacetylase			LAD35_RS06120	513	170	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1329547	1330212	+							LAD35_RS06125	666		old_locus_tag=LAD35_06125
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1329547	1330212	+	WP_224151822.1	WP_224151822.1		nitroreductase			LAD35_RS06125	666	221	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1330347	1331522	-							LAD35_RS06130	1176		old_locus_tag=LAD35_06130
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1330347	1331522	-	WP_224152602.1	WP_224152602.1		ABC transporter substrate-binding protein			LAD35_RS06130	1176	391	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1331702	1331911	+							LAD35_RS06135	210		old_locus_tag=LAD35_06135
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1331702	1331911	+	WP_224151823.1	WP_224151823.1		hypothetical protein			LAD35_RS06135	210	69	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1331931	1335017	+							LAD35_RS06140	3087		old_locus_tag=LAD35_06140
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1331931	1335017	+	WP_224151824.1	WP_224151824.1		DUF1080 domain-containing protein			LAD35_RS06140	3087	1028	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1335116	1335712	-					mog		LAD35_RS06145	597		old_locus_tag=LAD35_06145
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1335116	1335712	-	WP_224151825.1	WP_224151825.1		molybdopterin adenylyltransferase	mog		LAD35_RS06145	597	198	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1335764	1336441	-							LAD35_RS06150	678		old_locus_tag=LAD35_06150
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1335764	1336441	-	WP_224151826.1	WP_224151826.1		DUF615 domain-containing protein			LAD35_RS06150	678	225	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1336586	1337986	+					pmbA		LAD35_RS06155	1401		old_locus_tag=LAD35_06155
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1336586	1337986	+	WP_224151827.1	WP_224151827.1		metalloprotease PmbA	pmbA		LAD35_RS06155	1401	466	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1337986	1338693	+							LAD35_RS06160	708		old_locus_tag=LAD35_06160
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1337986	1338693	+	WP_224151828.1	WP_224151828.1		riboflavin synthase subunit alpha			LAD35_RS06160	708	235	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1338775	1340058	-							LAD35_RS06165	1284		old_locus_tag=LAD35_06165
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	1338775	1340058	-	WP_224151829.1	WP_224151829.1		MFS transporter			LAD35_RS06165	1284	427	
