# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1358438	1358692	+							CCO03_RS05795	255		old_locus_tag=CCO03_05795
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1358438	1358692	+	WP_205690395.1	WP_205690395.1		DUF3820 family protein			CCO03_RS05795	255	84	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1358799	1359410	-							CCO03_RS05800	612		old_locus_tag=CCO03_05800
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1358799	1359410	-	WP_087278454.1	WP_087278454.1		2-hydroxychromene-2-carboxylate isomerase			CCO03_RS05800	612	203	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1359407	1360102	-							CCO03_RS05805	696		old_locus_tag=CCO03_05805
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1359407	1360102	-	WP_087278458.1	WP_087278458.1		glutathione binding-like protein			CCO03_RS05805	696	231	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1360470	1361450	+							CCO03_RS05810	981		old_locus_tag=CCO03_05810
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1360470	1361450	+	WP_087278462.1	WP_087278462.1		quinone oxidoreductase			CCO03_RS05810	981	326	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1361650	1361946	-							CCO03_RS05815	297		old_locus_tag=CCO03_05815
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1361650	1361946	-	WP_087278465.1	WP_087278465.1		SWIB/MDM2 domain-containing protein			CCO03_RS05815	297	98	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1362526	1363737	-							CCO03_RS05820	1212		old_locus_tag=CCO03_05820
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1362526	1363737	-	WP_087278468.1	WP_087278468.1		MFS transporter			CCO03_RS05820	1212	403	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1363724	1364269	-							CCO03_RS05825	546		old_locus_tag=CCO03_05825
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1363724	1364269	-	WP_087278471.1	WP_087278471.1		chromate resistance protein ChrB			CCO03_RS05825	546	181	
gene	pseudogene	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1364325	1364462	+							CCO03_RS19525	138		partial;pseudo
CDS	without_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1364325	1364462	+				diaminopimelate epimerase			CCO03_RS19525	138		partial;pseudo
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1365030	1365464	-							CCO03_RS20055	435		
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1365030	1365464	-	WP_169717431.1	WP_169717431.1		hypothetical protein			CCO03_RS20055	435	144	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1365474	1366094	-							CCO03_RS05835	621		old_locus_tag=CCO03_05835
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1365474	1366094	-	WP_087278478.1	WP_087278478.1		TIGR00645 family protein			CCO03_RS05835	621	206	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1366283	1366945	+							CCO03_RS05840	663		old_locus_tag=CCO03_05840
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1366283	1366945	+	WP_087278482.1	WP_087278482.1		DedA family protein			CCO03_RS05840	663	220	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1367093	1368613	-							CCO03_RS05845	1521		old_locus_tag=CCO03_05845
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1367093	1368613	-	WP_087278485.1	WP_087278485.1		NAD(P)/FAD-dependent oxidoreductase			CCO03_RS05845	1521	506	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1368648	1369745	-							CCO03_RS05850	1098		old_locus_tag=CCO03_05850
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1368648	1369745	-	WP_087278487.1	WP_087278487.1		Zn-dependent alcohol dehydrogenase			CCO03_RS05850	1098	365	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1369836	1370624	-							CCO03_RS05855	789		old_locus_tag=CCO03_05855
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1369836	1370624	-	WP_087278490.1	WP_087278490.1		alpha/beta hydrolase			CCO03_RS05855	789	262	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1370705	1371490	-							CCO03_RS05860	786		old_locus_tag=CCO03_05860
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1370705	1371490	-	WP_087278493.1	WP_087278493.1		TetR/AcrR family transcriptional regulator			CCO03_RS05860	786	261	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1372226	1373368	-							CCO03_RS05870	1143		old_locus_tag=CCO03_05870
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1372226	1373368	-	WP_087278500.1	WP_087278500.1		ProQ/FINO family protein			CCO03_RS05870	1143	380	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1373662	1374909	+							CCO03_RS05875	1248		old_locus_tag=CCO03_05875
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1373662	1374909	+	WP_236904043.1	WP_236904043.1		MFS transporter			CCO03_RS05875	1248	415	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1375123	1378614	+							CCO03_RS05880	3492		old_locus_tag=CCO03_05880
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1375123	1378614	+	WP_087278504.1	WP_087278504.1		pyruvate carboxylase			CCO03_RS05880	3492	1163	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1378821	1379054	+							CCO03_RS05885	234		old_locus_tag=CCO03_05885
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1378821	1379054	+	WP_205690363.1	WP_205690363.1		hypothetical protein			CCO03_RS05885	234	77	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1379202	1379945	-							CCO03_RS05890	744		old_locus_tag=CCO03_05890
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1379202	1379945	-	WP_236904044.1	WP_236904044.1		Crp/Fnr family transcriptional regulator			CCO03_RS05890	744	247	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1380083	1381150	+							CCO03_RS05895	1068		old_locus_tag=CCO03_05895
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1380083	1381150	+	WP_157667521.1	WP_157667521.1		porin			CCO03_RS05895	1068	355	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1381160	1383265	+							CCO03_RS05900	2106		old_locus_tag=CCO03_05900
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1381160	1383265	+	WP_087284263.1	WP_087284263.1		acetate--CoA ligase family protein			CCO03_RS05900	2106	701	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1383282	1384283	+							CCO03_RS05905	1002		old_locus_tag=CCO03_05905
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1383282	1384283	+	WP_087278514.1	WP_087278514.1		tripartite tricarboxylate transporter substrate binding protein			CCO03_RS05905	1002	333	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1384298	1385653	+							CCO03_RS05910	1356		old_locus_tag=CCO03_05910
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1384298	1385653	+	WP_087278516.1	WP_087278516.1		DUF1254 domain-containing protein			CCO03_RS05910	1356	451	
gene	pseudogene	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1385650	1387004	+							CCO03_RS05915	1355		pseudo;old_locus_tag=CCO03_05915
CDS	without_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1385650	1387004	+				DUF1254 domain-containing protein			CCO03_RS05915	1355		pseudo
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1387001	1388356	+							CCO03_RS05920	1356		old_locus_tag=CCO03_05920
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1387001	1388356	+	WP_087278519.1	WP_087278519.1		MBL fold metallo-hydrolase			CCO03_RS05920	1356	451	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1388416	1389390	+							CCO03_RS05925	975		old_locus_tag=CCO03_05925
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1388416	1389390	+	WP_087278522.1	WP_087278522.1		tripartite tricarboxylate transporter substrate binding protein			CCO03_RS05925	975	324	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1389543	1390304	-							CCO03_RS05930	762		old_locus_tag=CCO03_05930
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1389543	1390304	-	WP_087278525.1	WP_087278525.1		GntR family transcriptional regulator			CCO03_RS05930	762	253	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1390428	1391396	+							CCO03_RS05935	969		old_locus_tag=CCO03_05935
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1390428	1391396	+	WP_157667522.1	WP_157667522.1		tripartite tricarboxylate transporter substrate binding protein			CCO03_RS05935	969	322	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1391393	1392580	+							CCO03_RS05940	1188		old_locus_tag=CCO03_05940
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1391393	1392580	+	WP_087278531.1	WP_087278531.1		acyl-CoA dehydrogenase			CCO03_RS05940	1188	395	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1393156	1394163	+							CCO03_RS05945	1008		old_locus_tag=CCO03_05945
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1393156	1394163	+	WP_087278534.1	WP_087278534.1		fumarylacetoacetate hydrolase family protein			CCO03_RS05945	1008	335	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1394229	1395401	+							CCO03_RS05950	1173		old_locus_tag=CCO03_05950
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1394229	1395401	+	WP_157667523.1	WP_157667523.1		TraB/GumN family protein			CCO03_RS05950	1173	390	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1395382	1395561	-							CCO03_RS19530	180		
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1395382	1395561	-	WP_157667524.1	WP_157667524.1		hypothetical protein			CCO03_RS19530	180	59	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1395875	1396999	+							CCO03_RS05955	1125		old_locus_tag=CCO03_05955
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1395875	1396999	+	WP_157667525.1	WP_157667525.1		hypothetical protein			CCO03_RS05955	1125	374	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1397093	1398352	+							CCO03_RS05960	1260		old_locus_tag=CCO03_05960
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1397093	1398352	+	WP_087278543.1	WP_087278543.1		FIST C-terminal domain-containing protein			CCO03_RS05960	1260	419	
gene	pseudogene	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1398467	1399125	-							CCO03_RS05965	659		pseudo;old_locus_tag=CCO03_05965
CDS	without_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1398467	1399125	-				glutathione S-transferase			CCO03_RS05965	659		pseudo
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1399406	1400401	+							CCO03_RS05970	996		old_locus_tag=CCO03_05970
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1399406	1400401	+	WP_087278546.1	WP_087278546.1		DUF4349 domain-containing protein			CCO03_RS05970	996	331	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1400783	1401703	+							CCO03_RS05975	921		old_locus_tag=CCO03_05975
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1400783	1401703	+	WP_087278549.1	WP_087278549.1		hydroxymethylglutaryl-CoA lyase			CCO03_RS05975	921	306	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1401961	1402596	+							CCO03_RS05980	636		old_locus_tag=CCO03_05980
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1401961	1402596	+	WP_087278552.1	WP_087278552.1		LysE family transporter			CCO03_RS05980	636	211	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1403282	1403692	-							CCO03_RS05985	411		old_locus_tag=CCO03_05985
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1403282	1403692	-	WP_087278555.1	WP_087278555.1		OsmC family protein			CCO03_RS05985	411	136	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1403919	1404929	+							CCO03_RS05990	1011		old_locus_tag=CCO03_05990
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1403919	1404929	+	WP_087278558.1	WP_087278558.1		tripartite tricarboxylate transporter substrate binding protein			CCO03_RS05990	1011	336	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1405640	1407385	+							CCO03_RS06000	1746		old_locus_tag=CCO03_06000
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1405640	1407385	+	WP_236904045.1	WP_236904045.1		peptidase M20			CCO03_RS06000	1746	581	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1407399	1407812	+							CCO03_RS06005	414		old_locus_tag=CCO03_06005
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1407399	1407812	+	WP_157667526.1	WP_157667526.1		peptidase dimerization domain-containing protein			CCO03_RS06005	414	137	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1408532	1409431	-							CCO03_RS06010	900		old_locus_tag=CCO03_06010
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1408532	1409431	-	WP_087278567.1	WP_087278567.1		NUDIX hydrolase			CCO03_RS06010	900	299	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1409616	1411169	+					gshA		CCO03_RS06015	1554		old_locus_tag=CCO03_06015
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1409616	1411169	+	WP_087278570.1	WP_087278570.1		glutamate--cysteine ligase	gshA		CCO03_RS06015	1554	517	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1411605	1411973	-							CCO03_RS06020	369		old_locus_tag=CCO03_06020
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1411605	1411973	-	WP_169717455.1	WP_169717455.1		Na+/H+ antiporter subunit G			CCO03_RS06020	369	122	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1411970	1412248	-							CCO03_RS06025	279		old_locus_tag=CCO03_06025
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1411970	1412248	-	WP_087278573.1	WP_087278573.1		K+/H+ antiporter subunit F			CCO03_RS06025	279	92	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1412245	1412733	-							CCO03_RS06030	489		old_locus_tag=CCO03_06030
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1412245	1412733	-	WP_087278576.1	WP_087278576.1		Na+/H+ antiporter subunit E			CCO03_RS06030	489	162	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1412730	1414433	-							CCO03_RS06035	1704		old_locus_tag=CCO03_06035
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1412730	1414433	-	WP_087278579.1	WP_087278579.1		monovalent cation/H+ antiporter subunit D			CCO03_RS06035	1704	567	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1414430	1414783	-							CCO03_RS06040	354		old_locus_tag=CCO03_06040
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1414430	1414783	-	WP_087278582.1	WP_087278582.1		Na+/H+ antiporter subunit C			CCO03_RS06040	354	117	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1414783	1417728	-							CCO03_RS06045	2946		old_locus_tag=CCO03_06045
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1414783	1417728	-	WP_087278585.1	WP_087278585.1		monovalent cation/H+ antiporter subunit A			CCO03_RS06045	2946	981	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1418572	1419879	-					ribD		CCO03_RS06050	1308		old_locus_tag=CCO03_06050
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1418572	1419879	-	WP_087278588.1	WP_087278588.1		bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	ribD		CCO03_RS06050	1308	435	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1419980	1420276	-							CCO03_RS06055	297		old_locus_tag=CCO03_06055
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1419980	1420276	-	WP_087278591.1	WP_087278591.1		hypothetical protein			CCO03_RS06055	297	98	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1420454	1421332	-					galU		CCO03_RS06060	879		old_locus_tag=CCO03_06060
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1420454	1421332	-	WP_087284272.1	WP_087284272.1		UTP--glucose-1-phosphate uridylyltransferase GalU	galU		CCO03_RS06060	879	292	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1421576	1422511	+							CCO03_RS06065	936		old_locus_tag=CCO03_06065
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1421576	1422511	+	WP_157667527.1	WP_157667527.1		hydroxyacid dehydrogenase			CCO03_RS06065	936	311	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1422822	1424978	-					mutL		CCO03_RS06070	2157		old_locus_tag=CCO03_06070
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1422822	1424978	-	WP_087278597.1	WP_087278597.1		DNA mismatch repair endonuclease MutL	mutL		CCO03_RS06070	2157	718	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1425353	1425820	+							CCO03_RS06075	468		old_locus_tag=CCO03_06075
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1425353	1425820	+	WP_087278600.1	WP_087278600.1		histidine phosphatase family protein			CCO03_RS06075	468	155	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1426327	1427856	-					ppx		CCO03_RS06080	1530		old_locus_tag=CCO03_06080
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1426327	1427856	-	WP_087284275.1	WP_087284275.1		exopolyphosphatase	ppx		CCO03_RS06080	1530	509	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1428091	1429128	+					pstS		CCO03_RS06085	1038		old_locus_tag=CCO03_06085
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1428091	1429128	+	WP_087278603.1	WP_087278603.1		phosphate ABC transporter substrate-binding protein PstS	pstS		CCO03_RS06085	1038	345	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1429411	1430376	+					pstC		CCO03_RS06090	966		old_locus_tag=CCO03_06090
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1429411	1430376	+	WP_087284278.1	WP_087284278.1		phosphate ABC transporter permease PstC	pstC		CCO03_RS06090	966	321	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1430373	1431239	+					pstA		CCO03_RS06095	867		old_locus_tag=CCO03_06095
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1430373	1431239	+	WP_087278606.1	WP_087278606.1		phosphate ABC transporter permease PstA	pstA		CCO03_RS06095	867	288	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1431314	1432129	+					pstB		CCO03_RS06100	816		old_locus_tag=CCO03_06100
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1431314	1432129	+	WP_087278609.1	WP_087278609.1		phosphate ABC transporter ATP-binding protein PstB	pstB		CCO03_RS06100	816	271	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1432183	1432914	+					phoU		CCO03_RS06105	732		old_locus_tag=CCO03_06105
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1432183	1432914	+	WP_087284281.1	WP_087284281.1		phosphate signaling complex protein PhoU	phoU		CCO03_RS06105	732	243	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1432911	1433675	+					phoB		CCO03_RS06110	765		old_locus_tag=CCO03_06110
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1432911	1433675	+	WP_087278612.1	WP_087278612.1		phosphate regulon transcriptional regulator PhoB	phoB		CCO03_RS06110	765	254	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1433998	1435425	+							CCO03_RS06115	1428		old_locus_tag=CCO03_06115
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1433998	1435425	+	WP_087278615.1	WP_087278615.1		ATP-binding protein			CCO03_RS06115	1428	475	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1435847	1436308	+					acpS		CCO03_RS06120	462		old_locus_tag=CCO03_06120
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1435847	1436308	+	WP_087284284.1	WP_087284284.1		holo-ACP synthase	acpS		CCO03_RS06120	462	153	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1436559	1437650	+					nagZ		CCO03_RS06125	1092		old_locus_tag=CCO03_06125
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1436559	1437650	+	WP_087284287.1	WP_087284287.1		beta-N-acetylhexosaminidase	nagZ		CCO03_RS06125	1092	363	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1437864	1438241	+							CCO03_RS06130	378		old_locus_tag=CCO03_06130
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1437864	1438241	+	WP_087278618.1	WP_087278618.1		hypothetical protein			CCO03_RS06130	378	125	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1438408	1438854	+					aroQ		CCO03_RS06135	447		old_locus_tag=CCO03_06135
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1438408	1438854	+	WP_087278621.1	WP_087278621.1		type II 3-dehydroquinate dehydratase	aroQ		CCO03_RS06135	447	148	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1439164	1439964	+							CCO03_RS06140	801		old_locus_tag=CCO03_06140
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1439164	1439964	+	WP_087284290.1	WP_087284290.1		alpha/beta hydrolase			CCO03_RS06140	801	266	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1440040	1440198	-							CCO03_RS19535	159		
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1440040	1440198	-	WP_157667528.1	WP_157667528.1		hypothetical protein			CCO03_RS19535	159	52	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1440577	1442274	-							CCO03_RS06145	1698		old_locus_tag=CCO03_06145
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1440577	1442274	-	WP_087284293.1	WP_087284293.1		AMP-binding protein			CCO03_RS06145	1698	565	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1442892	1444001	-							CCO03_RS06150	1110		old_locus_tag=CCO03_06150
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1442892	1444001	-	WP_087278624.1	WP_087278624.1		quinone-dependent dihydroorotate dehydrogenase			CCO03_RS06150	1110	369	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1444075	1444761	+					rpiA		CCO03_RS06155	687		old_locus_tag=CCO03_06155
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1444075	1444761	+	WP_087278626.1	WP_087278626.1		ribose-5-phosphate isomerase RpiA	rpiA		CCO03_RS06155	687	228	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1445326	1445574	-							CCO03_RS06160	249		old_locus_tag=CCO03_06160
CDS	with_protein	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1445326	1445574	-	WP_087278629.1	WP_087278629.1		GlsB/YeaQ/YmgE family stress response membrane protein			CCO03_RS06160	249	82	
gene	protein_coding	GCF_002158865.1	Primary Assembly	chromosome		NZ_CP021455.1	1446139	1447254	-							CCO03_RS06165	1116		old_locus_tag=CCO03_06165
