# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1161351	1161497	-	WP_210930724.1	WP_210930724.1		hypothetical protein			KAQ61_RS05550	147	48	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1161913	1162305	+							KAQ61_RS05555	393		old_locus_tag=KAQ61_05555
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1161913	1162305	+	WP_210930725.1	WP_210930725.1		hypothetical protein			KAQ61_RS05555	393	130	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1163897	1164172	+							KAQ61_RS05560	276		old_locus_tag=KAQ61_05560
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1163897	1164172	+	WP_154162676.1	WP_154162676.1		hypothetical protein			KAQ61_RS05560	276	91	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1164524	1165318	+							KAQ61_RS05565	795		old_locus_tag=KAQ61_05565
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1164524	1165318	+	WP_045266623.1	WP_045266623.1		EAL domain-containing protein			KAQ61_RS05565	795	264	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1165620	1165838	+							KAQ61_RS05570	219		old_locus_tag=KAQ61_05570
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1165620	1165838	+	WP_042412566.1	WP_042412566.1		hypothetical protein			KAQ61_RS05570	219	72	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1165870	1166136	+					infA		KAQ61_RS05575	267		old_locus_tag=KAQ61_05575
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1165870	1166136	+	WP_042412569.1	WP_042412569.1		translation initiation factor IF-1	infA		KAQ61_RS05575	267	88	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1166185	1166436	+							KAQ61_RS05580	252		old_locus_tag=KAQ61_05580
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1166185	1166436	+	WP_042412572.1	WP_042412572.1		RNA-binding protein			KAQ61_RS05580	252	83	
gene	pseudogene	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1166631	1166900	-							KAQ61_RS05585	270		partial;pseudo;old_locus_tag=KAQ61_05585
CDS	without_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1166631	1166900	-				RNA-binding protein			KAQ61_RS05585	270		partial;pseudo
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1167012	1167338	-							KAQ61_RS05590	327		old_locus_tag=KAQ61_05590
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1167012	1167338	-	WP_244982987.1	WP_244982987.1		hypothetical protein			KAQ61_RS05590	327	108	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1167732	1168910	+							KAQ61_RS05595	1179		old_locus_tag=KAQ61_05595
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1167732	1168910	+	WP_244982988.1	WP_244982988.1		GNAT family N-acetyltransferase			KAQ61_RS05595	1179	392	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1168907	1170235	-							KAQ61_RS05600	1329		old_locus_tag=KAQ61_05600
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1168907	1170235	-	WP_244982989.1	WP_244982989.1		diguanylate cyclase			KAQ61_RS05600	1329	442	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1170836	1171816	-							KAQ61_RS05605	981		old_locus_tag=KAQ61_05605
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1170836	1171816	-	WP_210930727.1	WP_210930727.1		tripartite tricarboxylate transporter substrate binding protein			KAQ61_RS05605	981	326	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1172149	1172907	-							KAQ61_RS05610	759		old_locus_tag=KAQ61_05610
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1172149	1172907	-	WP_210930728.1	WP_210930728.1		SDR family NAD(P)-dependent oxidoreductase			KAQ61_RS05610	759	252	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1172958	1173659	-							KAQ61_RS05615	702		old_locus_tag=KAQ61_05615
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1172958	1173659	-	WP_043378083.1	WP_043378083.1		ABC transporter ATP-binding protein			KAQ61_RS05615	702	233	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1173677	1174447	-					livG		KAQ61_RS05620	771		old_locus_tag=KAQ61_05620
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1173677	1174447	-	WP_042412585.1	WP_042412585.1		high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG	livG		KAQ61_RS05620	771	256	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1174489	1175736	-							KAQ61_RS05625	1248		old_locus_tag=KAQ61_05625
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1174489	1175736	-	WP_043378079.1	WP_043378079.1		high-affinity branched-chain amino acid ABC transporter permease LivM			KAQ61_RS05625	1248	415	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1175736	1176662	-					livH		KAQ61_RS05630	927		old_locus_tag=KAQ61_05630
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1175736	1176662	-	WP_042412591.1	WP_042412591.1		high-affinity branched-chain amino acid ABC transporter permease LivH	livH		KAQ61_RS05630	927	308	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1176769	1177893	-							KAQ61_RS05635	1125		old_locus_tag=KAQ61_05635
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1176769	1177893	-	WP_210930729.1	WP_210930729.1		branched-chain amino acid ABC transporter substrate-binding protein			KAQ61_RS05635	1125	374	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1178142	1178801	-							KAQ61_RS05640	660		old_locus_tag=KAQ61_05640
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1178142	1178801	-	WP_210930730.1	WP_210930730.1		pseudouridine synthase			KAQ61_RS05640	660	219	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1178798	1180999	-							KAQ61_RS05645	2202		old_locus_tag=KAQ61_05645
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1178798	1180999	-	WP_210930731.1	WP_210930731.1		PAS domain-containing sensor histidine kinase			KAQ61_RS05645	2202	733	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1181088	1183958	-					gcvP		KAQ61_RS05650	2871		old_locus_tag=KAQ61_05650
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1181088	1183958	-	WP_210930732.1	WP_210930732.1		aminomethyl-transferring glycine dehydrogenase	gcvP		KAQ61_RS05650	2871	956	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1184071	1184445	-					gcvH		KAQ61_RS05655	375		old_locus_tag=KAQ61_05655
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1184071	1184445	-	WP_043378073.1	WP_043378073.1		glycine cleavage system protein GcvH	gcvH		KAQ61_RS05655	375	124	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1184559	1185698	-					gcvT		KAQ61_RS05660	1140		old_locus_tag=KAQ61_05660
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1184559	1185698	-	WP_043378070.1	WP_043378070.1		glycine cleavage system aminomethyltransferase GcvT	gcvT		KAQ61_RS05660	1140	379	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1185945	1186265	-							KAQ61_RS05665	321		old_locus_tag=KAQ61_05665
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1185945	1186265	-	WP_042412606.1	WP_042412606.1		hypothetical protein			KAQ61_RS05665	321	106	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1186541	1187326	+							KAQ61_RS05670	786		old_locus_tag=KAQ61_05670
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1186541	1187326	+	WP_210930733.1	WP_210930733.1		SDR family oxidoreductase			KAQ61_RS05670	786	261	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1187524	1187964	+							KAQ61_RS05675	441		old_locus_tag=KAQ61_05675
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1187524	1187964	+	WP_210930734.1	WP_210930734.1		PaaI family thioesterase			KAQ61_RS05675	441	146	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1188064	1189080	+							KAQ61_RS05680	1017		old_locus_tag=KAQ61_05680
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1188064	1189080	+	WP_210930735.1	WP_210930735.1		NADP-dependent oxidoreductase			KAQ61_RS05680	1017	338	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1189181	1190098	+							KAQ61_RS05685	918		old_locus_tag=KAQ61_05685
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1189181	1190098	+	WP_210930736.1	WP_210930736.1		SDR family oxidoreductase			KAQ61_RS05685	918	305	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1190491	1191684	+							KAQ61_RS05690	1194		old_locus_tag=KAQ61_05690
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1190491	1191684	+	WP_210930737.1	WP_210930737.1		efflux RND transporter periplasmic adaptor subunit			KAQ61_RS05690	1194	397	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1191703	1194858	+							KAQ61_RS05695	3156		old_locus_tag=KAQ61_05695
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1191703	1194858	+	WP_210930738.1	WP_210930738.1		efflux RND transporter permease subunit			KAQ61_RS05695	3156	1051	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1194855	1196324	+							KAQ61_RS05700	1470		old_locus_tag=KAQ61_05700
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1194855	1196324	+	WP_210930739.1	WP_210930739.1		efflux transporter outer membrane subunit			KAQ61_RS05700	1470	489	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1196630	1197085	+							KAQ61_RS05705	456		old_locus_tag=KAQ61_05705
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1196630	1197085	+	WP_042412621.1	WP_042412621.1		Lrp/AsnC family transcriptional regulator			KAQ61_RS05705	456	151	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1197208	1197426	+							KAQ61_RS05710	219		old_locus_tag=KAQ61_05710
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1197208	1197426	+	WP_045266649.1	WP_045266649.1		hypothetical protein			KAQ61_RS05710	219	72	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1198135	1200270	+							KAQ61_RS05715	2136		old_locus_tag=KAQ61_05715
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1198135	1200270	+	WP_210930740.1	WP_210930740.1		TonB-dependent siderophore receptor			KAQ61_RS05715	2136	711	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1200502	1201305	-							KAQ61_RS05720	804		old_locus_tag=KAQ61_05720
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1200502	1201305	-	WP_210930741.1	WP_210930741.1		anti-sigma factor			KAQ61_RS05720	804	267	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1201324	1201899	-							KAQ61_RS05725	576		old_locus_tag=KAQ61_05725
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1201324	1201899	-	WP_210930742.1	WP_210930742.1		sigma-70 family RNA polymerase sigma factor			KAQ61_RS05725	576	191	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1202132	1202725	+							KAQ61_RS05730	594		old_locus_tag=KAQ61_05730
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1202132	1202725	+	WP_210930743.1	WP_210930743.1		ferritin-like domain-containing protein			KAQ61_RS05730	594	197	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1202796	1203350	+							KAQ61_RS05735	555		old_locus_tag=KAQ61_05735
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1202796	1203350	+	WP_210930744.1	WP_210930744.1		DUF3455 domain-containing protein			KAQ61_RS05735	555	184	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1203484	1204434	-							KAQ61_RS05740	951		old_locus_tag=KAQ61_05740
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1203484	1204434	-	WP_210930745.1	WP_210930745.1		LysR family transcriptional regulator			KAQ61_RS05740	951	316	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1204535	1205509	+							KAQ61_RS05745	975		old_locus_tag=KAQ61_05745
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1204535	1205509	+	WP_210930746.1	WP_210930746.1		tripartite tricarboxylate transporter substrate binding protein			KAQ61_RS05745	975	324	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1205557	1206390	+							KAQ61_RS05750	834		old_locus_tag=KAQ61_05750
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1205557	1206390	+	WP_210930747.1	WP_210930747.1		substrate-binding domain-containing protein			KAQ61_RS05750	834	277	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1206750	1207073	+							KAQ61_RS05755	324		old_locus_tag=KAQ61_05755
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1206750	1207073	+	WP_210930748.1	WP_210930748.1		ArsR family transcriptional regulator			KAQ61_RS05755	324	107	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1207085	1207585	+							KAQ61_RS05760	501		old_locus_tag=KAQ61_05760
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1207085	1207585	+	WP_210930749.1	WP_210930749.1		glyoxalase/bleomycin resistance/dioxygenase family protein			KAQ61_RS05760	501	166	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1207592	1208104	+							KAQ61_RS05765	513		old_locus_tag=KAQ61_05765
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1207592	1208104	+	WP_210930750.1	WP_210930750.1		arsenate reductase ArsC			KAQ61_RS05765	513	170	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1208273	1209562	+							KAQ61_RS05770	1290		old_locus_tag=KAQ61_05770
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1208273	1209562	+	WP_043378037.1	WP_043378037.1		arsenic transporter			KAQ61_RS05770	1290	429	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1209599	1210117	-							KAQ61_RS05775	519		old_locus_tag=KAQ61_05775
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1209599	1210117	-	WP_042412641.1	WP_042412641.1		TetR/AcrR family transcriptional regulator			KAQ61_RS05775	519	172	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1210188	1211690	+							KAQ61_RS05780	1503		old_locus_tag=KAQ61_05780
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1210188	1211690	+	WP_244982990.1	WP_244982990.1		MFS transporter			KAQ61_RS05780	1503	500	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1211840	1213306	-							KAQ61_RS05785	1467		old_locus_tag=KAQ61_05785
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1211840	1213306	-	WP_210930751.1	WP_210930751.1		amino acid permease			KAQ61_RS05785	1467	488	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1213609	1214955	-							KAQ61_RS05790	1347		old_locus_tag=KAQ61_05790
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1213609	1214955	-	WP_210930752.1	WP_210930752.1		OprD family outer membrane porin			KAQ61_RS05790	1347	448	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1215081	1215533	-							KAQ61_RS05795	453		old_locus_tag=KAQ61_05795
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1215081	1215533	-	WP_210930753.1	WP_210930753.1		pseudoazurin			KAQ61_RS05795	453	150	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1215545	1216336	-							KAQ61_RS05800	792		old_locus_tag=KAQ61_05800
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1215545	1216336	-	WP_244982991.1	WP_244982991.1		ABC transporter ATP-binding protein			KAQ61_RS05800	792	263	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1216342	1217451	-							KAQ61_RS05805	1110		old_locus_tag=KAQ61_05805
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1216342	1217451	-	WP_244982992.1	WP_244982992.1		iron ABC transporter permease			KAQ61_RS05805	1110	369	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1217477	1218484	-							KAQ61_RS05810	1008		old_locus_tag=KAQ61_05810
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1217477	1218484	-	WP_210930755.1	WP_210930755.1		ABC transporter substrate-binding protein			KAQ61_RS05810	1008	335	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1218904	1219407	+							KAQ61_RS05815	504		old_locus_tag=KAQ61_05815
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1218904	1219407	+	WP_210930756.1	WP_210930756.1		GNAT family N-acetyltransferase			KAQ61_RS05815	504	167	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1219801	1220427	+					cobO		KAQ61_RS05820	627		old_locus_tag=KAQ61_05820
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1219801	1220427	+	WP_210930757.1	WP_210930757.1		cob(I)yrinic acid a,c-diamide adenosyltransferase	cobO		KAQ61_RS05820	627	208	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1220427	1221296	+							KAQ61_RS05825	870		old_locus_tag=KAQ61_05825
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1220427	1221296	+	WP_210930758.1	WP_210930758.1		ABC transporter substrate-binding protein			KAQ61_RS05825	870	289	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1221293	1222327	+							KAQ61_RS05830	1035		old_locus_tag=KAQ61_05830
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1221293	1222327	+	WP_210930759.1	WP_210930759.1		iron ABC transporter permease			KAQ61_RS05830	1035	344	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1222327	1223136	+							KAQ61_RS05835	810		old_locus_tag=KAQ61_05835
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1222327	1223136	+	WP_210930760.1	WP_210930760.1		ABC transporter ATP-binding protein			KAQ61_RS05835	810	269	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1223180	1224259	+					cobW		KAQ61_RS05840	1080		old_locus_tag=KAQ61_05840
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1223180	1224259	+	WP_210930761.1	WP_210930761.1		cobalamin biosynthesis protein CobW	cobW		KAQ61_RS05840	1080	359	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1224259	1228086	+					cobN		KAQ61_RS05845	3828		old_locus_tag=KAQ61_05845
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1224259	1228086	+	WP_210930762.1	WP_210930762.1		cobaltochelatase subunit CobN	cobN		KAQ61_RS05845	3828	1275	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1228086	1229186	+							KAQ61_RS05850	1101		old_locus_tag=KAQ61_05850
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1228086	1229186	+	WP_210930763.1	WP_210930763.1		AAA family ATPase			KAQ61_RS05850	1101	366	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1229222	1229854	+							KAQ61_RS05855	633		old_locus_tag=KAQ61_05855
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1229222	1229854	+	WP_210930764.1	WP_210930764.1		VWA domain-containing protein			KAQ61_RS05855	633	210	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1229985	1232699	+							KAQ61_RS05860	2715		old_locus_tag=KAQ61_05860
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1229985	1232699	+	WP_210930765.1	WP_210930765.1		cation-transporting P-type ATPase			KAQ61_RS05860	2715	904	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1232823	1233617	-							KAQ61_RS05865	795		old_locus_tag=KAQ61_05865
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1232823	1233617	-	WP_210930766.1	WP_210930766.1		ABC transporter ATP-binding protein			KAQ61_RS05865	795	264	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1233648	1234532	-							KAQ61_RS05870	885		old_locus_tag=KAQ61_05870
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1233648	1234532	-	WP_154162715.1	WP_154162715.1		ABC transporter permease			KAQ61_RS05870	885	294	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1234617	1235582	-							KAQ61_RS05875	966		old_locus_tag=KAQ61_05875
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1234617	1235582	-	WP_043378012.1	WP_043378012.1		ABC transporter substrate-binding protein			KAQ61_RS05875	966	321	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1235857	1237557	-							KAQ61_RS05880	1701		old_locus_tag=KAQ61_05880
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1235857	1237557	-	WP_042412670.1	WP_042412670.1		electron transfer flavoprotein-ubiquinone oxidoreductase			KAQ61_RS05880	1701	566	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1238058	1239362	+							KAQ61_RS05885	1305		old_locus_tag=KAQ61_05885
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1238058	1239362	+	WP_210930767.1	WP_210930767.1		dicarboxylate/amino acid:cation symporter			KAQ61_RS05885	1305	434	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1239434	1241305	+							KAQ61_RS05890	1872		old_locus_tag=KAQ61_05890
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1239434	1241305	+	WP_210930768.1	WP_210930768.1		sensor histidine kinase			KAQ61_RS05890	1872	623	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1241302	1242633	+							KAQ61_RS05895	1332		old_locus_tag=KAQ61_05895
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1241302	1242633	+	WP_210930769.1	WP_210930769.1		sigma-54 dependent transcriptional regulator			KAQ61_RS05895	1332	443	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1242898	1243479	-							KAQ61_RS05900	582		old_locus_tag=KAQ61_05900
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1242898	1243479	-	WP_210930770.1	WP_210930770.1		peroxidase-related enzyme			KAQ61_RS05900	582	193	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1243625	1244116	+							KAQ61_RS05905	492		old_locus_tag=KAQ61_05905
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1243625	1244116	+	WP_045266673.1	WP_045266673.1		hypothetical protein			KAQ61_RS05905	492	163	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1244220	1245635	-							KAQ61_RS05910	1416		old_locus_tag=KAQ61_05910
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1244220	1245635	-	WP_210930771.1	WP_210930771.1		MBL fold metallo-hydrolase			KAQ61_RS05910	1416	471	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1245905	1248106	-					katG		KAQ61_RS05915	2202		old_locus_tag=KAQ61_05915
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1245905	1248106	-	WP_210930772.1	WP_210930772.1		catalase/peroxidase HPI	katG		KAQ61_RS05915	2202	733	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1248591	1249133	-							KAQ61_RS05920	543		old_locus_tag=KAQ61_05920
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	1248591	1249133	-	WP_042412684.1	WP_042412684.1		PAS and helix-turn-helix domain-containing protein			KAQ61_RS05920	543	180	
