# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	260323	261240	-						69557882	Cthiooxydans_RS01130	918		old_locus_tag=Cthiooxydans_02230
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	260323	261240	-	WP_087866203.1	WP_087866203.1		SDR family oxidoreductase		69557882	Cthiooxydans_RS01130	918	305	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	261442	262344	+						69557883	Cthiooxydans_RS01135	903		old_locus_tag=Cthiooxydans_02240
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	261442	262344	+	WP_087866204.1	WP_087866204.1		MaoC family dehydratase N-terminal domain-containing protein		69557883	Cthiooxydans_RS01135	903	300	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	262406	263572	+						69557884	Cthiooxydans_RS01140	1167		old_locus_tag=Cthiooxydans_02250
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	262406	263572	+	WP_034393308.1	WP_034393308.1		acyl-CoA/acyl-ACP dehydrogenase		69557884	Cthiooxydans_RS01140	1167	388	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	263738	264934	+						69557885	Cthiooxydans_RS01145	1197		old_locus_tag=Cthiooxydans_02260
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	263738	264934	+	WP_054073453.1	WP_054073453.1		CoA transferase		69557885	Cthiooxydans_RS01145	1197	398	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	264969	266333	+						69557886	Cthiooxydans_RS01150	1365		old_locus_tag=Cthiooxydans_02270
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	264969	266333	+	WP_087864935.1	WP_087864935.1		MmgE/PrpD family protein		69557886	Cthiooxydans_RS01150	1365	454	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	266425	267423	+						69557887	Cthiooxydans_RS01155	999		old_locus_tag=Cthiooxydans_02280
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	266425	267423	+	WP_039049423.1	WP_039049423.1		tripartite tricarboxylate transporter substrate binding protein BugD		69557887	Cthiooxydans_RS01155	999	332	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	267446	268318	+						69557888	Cthiooxydans_RS01160	873		old_locus_tag=Cthiooxydans_02290
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	267446	268318	+	WP_229227844.1	WP_229227844.1		CoA ester lyase		69557888	Cthiooxydans_RS01160	873	290	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	268390	269247	+						69557889	Cthiooxydans_RS01165	858		
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	268390	269247	+	WP_039049425.1	WP_039049425.1		SDR family NAD(P)-dependent oxidoreductase		69557889	Cthiooxydans_RS01165	858	285	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	269330	269758	+						69557890	Cthiooxydans_RS01170	429		old_locus_tag=Cthiooxydans_02300
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	269330	269758	+	WP_087866137.1	WP_087866137.1		DUF4878 domain-containing protein		69557890	Cthiooxydans_RS01170	429	142	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	269788	270345	+						69557891	Cthiooxydans_RS01175	558		old_locus_tag=Cthiooxydans_02310
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	269788	270345	+	WP_229227845.1	WP_229227845.1		hypothetical protein		69557891	Cthiooxydans_RS01175	558	185	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	270355	271125	-						69557892	Cthiooxydans_RS01180	771		old_locus_tag=Cthiooxydans_02320
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	270355	271125	-	WP_012836713.1	WP_012836713.1		ABC transporter ATP-binding protein		69557892	Cthiooxydans_RS01180	771	256	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	271122	271883	-						69557893	Cthiooxydans_RS01185	762		old_locus_tag=Cthiooxydans_02330
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	271122	271883	-	WP_039049429.1	WP_039049429.1		ABC transporter ATP-binding protein		69557893	Cthiooxydans_RS01185	762	253	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	271880	273805	-						69557894	Cthiooxydans_RS01190	1926		old_locus_tag=Cthiooxydans_02340
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	271880	273805	-	WP_087866139.1	WP_087866139.1		ABC transporter permease		69557894	Cthiooxydans_RS01190	1926	641	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	273899	275101	-						69557895	Cthiooxydans_RS01195	1203		old_locus_tag=Cthiooxydans_02350
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	273899	275101	-	WP_087866140.1	WP_087866140.1		ABC transporter substrate-binding protein		69557895	Cthiooxydans_RS01195	1203	400	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	275501	276274	+						69557896	Cthiooxydans_RS01200	774		old_locus_tag=Cthiooxydans_02360
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	275501	276274	+	WP_003059561.1	WP_003059561.1		ferredoxin--NADP reductase		69557896	Cthiooxydans_RS01200	774	257	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	276380	277360	-						69557897	Cthiooxydans_RS01205	981		old_locus_tag=Cthiooxydans_02370
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	276380	277360	-	WP_202788065.1	WP_202788065.1		YihY/virulence factor BrkB family protein		69557897	Cthiooxydans_RS01205	981	326	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	277726	279264	+						69557898	Cthiooxydans_RS01210	1539		old_locus_tag=Cthiooxydans_02380
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	277726	279264	+	WP_087866041.1	WP_087866041.1		acetyl-CoA hydrolase/transferase family protein		69557898	Cthiooxydans_RS01210	1539	512	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	279393	280958	-					garD	69557899	Cthiooxydans_RS01215	1566		old_locus_tag=Cthiooxydans_02390
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	279393	280958	-	WP_087866040.1	WP_087866040.1		galactarate dehydratase	garD	69557899	Cthiooxydans_RS01215	1566	521	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	281143	282141	-						69557900	Cthiooxydans_RS01220	999		old_locus_tag=Cthiooxydans_02400
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	281143	282141	-	WP_012836720.1	WP_012836720.1		tripartite tricarboxylate transporter substrate binding protein		69557900	Cthiooxydans_RS01220	999	332	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	282192	283487	-						69557901	Cthiooxydans_RS01225	1296		old_locus_tag=Cthiooxydans_02410
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	282192	283487	-	WP_229227847.1	WP_229227847.1		glucarate dehydratase family protein		69557901	Cthiooxydans_RS01225	1296	431	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	283631	284386	+						69557902	Cthiooxydans_RS01230	756		old_locus_tag=Cthiooxydans_02420
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	283631	284386	+	WP_012836722.1	WP_012836722.1		FadR family transcriptional regulator		69557902	Cthiooxydans_RS01230	756	251	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	284690	285667	+						69557903	Cthiooxydans_RS01235	978		old_locus_tag=Cthiooxydans_02430
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	284690	285667	+	WP_003070432.1	WP_003070432.1		tripartite tricarboxylate transporter substrate binding protein		69557903	Cthiooxydans_RS01235	978	325	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	285710	286621	+					kdgD	69557904	Cthiooxydans_RS01240	912		old_locus_tag=Cthiooxydans_02440
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	285710	286621	+	WP_012836723.1	WP_012836723.1		5-dehydro-4-deoxyglucarate dehydratase	kdgD	69557904	Cthiooxydans_RS01240	912	303	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	286678	287637	+						69557905	Cthiooxydans_RS01245	960		old_locus_tag=Cthiooxydans_02450
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	286678	287637	+	WP_087866375.1	WP_087866375.1		tripartite tricarboxylate transporter substrate binding protein		69557905	Cthiooxydans_RS01245	960	319	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	287745	288710	+						69557906	Cthiooxydans_RS01250	966		old_locus_tag=Cthiooxydans_02460
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	287745	288710	+	WP_039049435.1	WP_039049435.1		2-hydroxyacid dehydrogenase		69557906	Cthiooxydans_RS01250	966	321	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	288748	290085	+					gudD	69557907	Cthiooxydans_RS01255	1338		old_locus_tag=Cthiooxydans_02470
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	288748	290085	+	WP_012836725.1	WP_012836725.1		glucarate dehydratase	gudD	69557907	Cthiooxydans_RS01255	1338	445	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	290235	291683	+						69557908	Cthiooxydans_RS01260	1449		old_locus_tag=Cthiooxydans_02480
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	290235	291683	+	WP_229227849.1	WP_229227849.1		aldehyde dehydrogenase family protein		69557908	Cthiooxydans_RS01260	1449	482	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	291818	292699	+						69557909	Cthiooxydans_RS01265	882		old_locus_tag=Cthiooxydans_02490
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	291818	292699	+	WP_087864111.1	WP_087864111.1		LysR family transcriptional regulator		69557909	Cthiooxydans_RS01265	882	293	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	292792	293502	+						69557910	Cthiooxydans_RS01270	711		old_locus_tag=Cthiooxydans_02500
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	292792	293502	+	WP_087864113.1	WP_087864113.1		DsbA family protein		69557910	Cthiooxydans_RS01270	711	236	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	293563	294591	+						69557911	Cthiooxydans_RS01275	1029		old_locus_tag=Cthiooxydans_02510
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	293563	294591	+	WP_087864110.1	WP_087864110.1		cyclase family protein		69557911	Cthiooxydans_RS01275	1029	342	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	294628	295323	-						69557912	Cthiooxydans_RS01280	696		old_locus_tag=Cthiooxydans_02520
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	294628	295323	-	WP_003059524.1	WP_003059524.1		LrgB family protein		69557912	Cthiooxydans_RS01280	696	231	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	295327	295803	-						69557913	Cthiooxydans_RS01285	477		old_locus_tag=Cthiooxydans_02530
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	295327	295803	-	WP_144267179.1	WP_144267179.1		CidA/LrgA family protein		69557913	Cthiooxydans_RS01285	477	158	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	295881	296795	+						69557914	Cthiooxydans_RS01290	915		old_locus_tag=Cthiooxydans_02540
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	295881	296795	+	WP_012836732.1	WP_012836732.1		LysR substrate-binding domain-containing protein		69557914	Cthiooxydans_RS01290	915	304	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	296845	297516	+						69557915	Cthiooxydans_RS01295	672		old_locus_tag=Cthiooxydans_02550
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	296845	297516	+	WP_087864108.1	WP_087864108.1		pseudouridine synthase		69557915	Cthiooxydans_RS01295	672	223	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	297513	298598	-						69557916	Cthiooxydans_RS01300	1086		old_locus_tag=Cthiooxydans_02560
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	297513	298598	-	WP_087864107.1	WP_087864107.1		hypothetical protein		69557916	Cthiooxydans_RS01300	1086	361	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	298724	299206	-						69557917	Cthiooxydans_RS01305	483		old_locus_tag=Cthiooxydans_02570
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	298724	299206	-	WP_012836735.1	WP_012836735.1		hypothetical protein		69557917	Cthiooxydans_RS01305	483	160	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	299299	299937	-						69557918	Cthiooxydans_RS01310	639		old_locus_tag=Cthiooxydans_02580
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	299299	299937	-	WP_039050972.1	WP_039050972.1		MBL fold metallo-hydrolase		69557918	Cthiooxydans_RS01310	639	212	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	300280	301926	+						69557919	Cthiooxydans_RS01315	1647		old_locus_tag=Cthiooxydans_02590
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	300280	301926	+	WP_229227850.1	WP_229227850.1		Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha		69557919	Cthiooxydans_RS01315	1647	548	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	301954	303369	+					pntB	69557920	Cthiooxydans_RS01320	1416		old_locus_tag=Cthiooxydans_02600
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	301954	303369	+	WP_003070358.1	WP_003070358.1		Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	pntB	69557920	Cthiooxydans_RS01320	1416	471	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	303499	304125	-						69557921	Cthiooxydans_RS01325	627		old_locus_tag=Cthiooxydans_02610
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	303499	304125	-	WP_087864106.1	WP_087864106.1		LysE family translocator		69557921	Cthiooxydans_RS01325	627	208	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	304231	304686	+						69557922	Cthiooxydans_RS01330	456		old_locus_tag=Cthiooxydans_02620
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	304231	304686	+	WP_003070362.1	WP_003070362.1		Lrp/AsnC family transcriptional regulator		69557922	Cthiooxydans_RS01330	456	151	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	304853	305308	-					azu	69557923	Cthiooxydans_RS01335	456		old_locus_tag=Cthiooxydans_02630
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	304853	305308	-	WP_003070364.1	WP_003070364.1		azurin	azu	69557923	Cthiooxydans_RS01335	456	151	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	305501	306304	-					xth	69557924	Cthiooxydans_RS01340	804		old_locus_tag=Cthiooxydans_02640
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	305501	306304	-	WP_087864105.1	WP_087864105.1		exodeoxyribonuclease III	xth	69557924	Cthiooxydans_RS01340	804	267	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	306315	307016	+					pyrE	69557925	Cthiooxydans_RS01345	702		old_locus_tag=Cthiooxydans_02650
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	306315	307016	+	WP_045839220.1	WP_045839220.1		orotate phosphoribosyltransferase	pyrE	69557925	Cthiooxydans_RS01345	702	233	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	307025	307696	+						69557926	Cthiooxydans_RS01350	672		old_locus_tag=Cthiooxydans_02660
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	307025	307696	+	WP_003070372.1	WP_003070372.1		hypothetical protein		69557926	Cthiooxydans_RS01350	672	223	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	307708	308061	-						69557927	Cthiooxydans_RS01355	354		old_locus_tag=Cthiooxydans_02670
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	307708	308061	-	WP_003070374.1	WP_003070374.1		hypothetical protein		69557927	Cthiooxydans_RS01355	354	117	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	308148	308366	-						69557928	Cthiooxydans_RS01360	219		old_locus_tag=Cthiooxydans_02680
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	308148	308366	-	WP_003070377.1	WP_003070377.1		hypothetical protein		69557928	Cthiooxydans_RS01360	219	72	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	308457	309578	-						69557929	Cthiooxydans_RS01365	1122		old_locus_tag=Cthiooxydans_02690
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	308457	309578	-	WP_229227851.1	WP_229227851.1		HPP family protein		69557929	Cthiooxydans_RS01365	1122	373	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	309713	310288	-						69557930	Cthiooxydans_RS01370	576		old_locus_tag=Cthiooxydans_02700
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	309713	310288	-	WP_046460287.1	WP_046460287.1		nitroreductase family protein		69557930	Cthiooxydans_RS01370	576	191	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	310389	311426	-						69557931	Cthiooxydans_RS01375	1038		old_locus_tag=Cthiooxydans_02710
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	310389	311426	-	WP_003070384.1	WP_003070384.1		hypothetical protein		69557931	Cthiooxydans_RS01375	1038	345	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	311703	312932	+					serA	69557932	Cthiooxydans_RS01380	1230		old_locus_tag=Cthiooxydans_02720
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	311703	312932	+	WP_034357918.1	WP_034357918.1		phosphoglycerate dehydrogenase	serA	69557932	Cthiooxydans_RS01380	1230	409	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	313091	315091	+						69557933	Cthiooxydans_RS01385	2001		old_locus_tag=Cthiooxydans_02730
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	313091	315091	+	WP_087864104.1	WP_087864104.1		oligopeptide transporter, OPT family		69557933	Cthiooxydans_RS01385	2001	666	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	315088	315912	+						69557934	Cthiooxydans_RS01390	825		old_locus_tag=Cthiooxydans_02740
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	315088	315912	+	WP_229227853.1	WP_229227853.1		hypothetical protein		69557934	Cthiooxydans_RS01390	825	274	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	316034	316372	+						69557935	Cthiooxydans_RS01395	339		old_locus_tag=Cthiooxydans_02750
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	316034	316372	+	WP_003070392.1	WP_003070392.1		YegP family protein		69557935	Cthiooxydans_RS01395	339	112	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	316414	317226	-						69557936	Cthiooxydans_RS01400	813		old_locus_tag=Cthiooxydans_02760
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	316414	317226	-	WP_087864488.1	WP_087864488.1		alpha/beta hydrolase		69557936	Cthiooxydans_RS01400	813	270	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	318352	319044	-						69557937	Cthiooxydans_RS01405	693		old_locus_tag=Cthiooxydans_02780
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	318352	319044	-	WP_012836752.1	WP_012836752.1		hypothetical protein		69557937	Cthiooxydans_RS01405	693	230	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	319202	320659	-					gatB	69557938	Cthiooxydans_RS01410	1458		old_locus_tag=Cthiooxydans_02790
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	319202	320659	-	WP_087864487.1	WP_087864487.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	gatB	69557938	Cthiooxydans_RS01410	1458	485	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	320810	322300	-					gatA	69557939	Cthiooxydans_RS01415	1491		old_locus_tag=Cthiooxydans_02800
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	320810	322300	-	WP_087864486.1	WP_087864486.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	gatA	69557939	Cthiooxydans_RS01415	1491	496	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	322321	322620	-					gatC	69557940	Cthiooxydans_RS01420	300		old_locus_tag=Cthiooxydans_02810
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	322321	322620	-	WP_003070403.1	WP_003070403.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	gatC	69557940	Cthiooxydans_RS01420	300	99	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	322833	323876	+						69557941	Cthiooxydans_RS01425	1044		old_locus_tag=Cthiooxydans_02820
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	322833	323876	+	WP_003059473.1	WP_003059473.1		rod shape-determining protein		69557941	Cthiooxydans_RS01425	1044	347	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	324042	325067	+					mreC	69557942	Cthiooxydans_RS01430	1026		old_locus_tag=Cthiooxydans_02830
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	324042	325067	+	WP_003070406.1	WP_003070406.1		rod shape-determining protein MreC	mreC	69557942	Cthiooxydans_RS01430	1026	341	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	325064	325582	+					mreD	69557943	Cthiooxydans_RS01435	519		old_locus_tag=Cthiooxydans_02840
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	325064	325582	+	WP_087864485.1	WP_087864485.1		rod shape-determining protein MreD	mreD	69557943	Cthiooxydans_RS01435	519	172	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	325705	327657	+					mrdA	69557944	Cthiooxydans_RS01440	1953		old_locus_tag=Cthiooxydans_02850
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	325705	327657	+	WP_003070410.1	WP_003070410.1		penicillin-binding protein 2	mrdA	69557944	Cthiooxydans_RS01440	1953	650	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	327694	328452	-						69557945	Cthiooxydans_RS01445	759		old_locus_tag=Cthiooxydans_02860
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	327694	328452	-	WP_003074636.1	WP_003074636.1		TSUP family transporter		69557945	Cthiooxydans_RS01445	759	252	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	329026	330693	-						69557946	Cthiooxydans_RS01450	1668		old_locus_tag=Cthiooxydans_02870
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	329026	330693	-	WP_012836757.1	WP_012836757.1		GMC family oxidoreductase N-terminal domain-containing protein		69557946	Cthiooxydans_RS01450	1668	555	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	331006	332133	+						69557947	Cthiooxydans_RS01455	1128		old_locus_tag=Cthiooxydans_02880
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	331006	332133	+	WP_003070415.1	WP_003070415.1		ABC transporter permease		69557947	Cthiooxydans_RS01455	1128	375	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	332272	333120	+						69557948	Cthiooxydans_RS01460	849		old_locus_tag=Cthiooxydans_02890
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	332272	333120	+	WP_012836758.1	WP_012836758.1		ATP-binding cassette domain-containing protein		69557948	Cthiooxydans_RS01460	849	282	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	333120	334067	+						69557949	Cthiooxydans_RS01465	948		old_locus_tag=Cthiooxydans_02900
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	333120	334067	+	WP_012836759.1	WP_012836759.1		MlaD family protein		69557949	Cthiooxydans_RS01465	948	315	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	334174	334857	+						69557950	Cthiooxydans_RS01470	684		old_locus_tag=Cthiooxydans_02910
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	334174	334857	+	WP_229227854.1	WP_229227854.1		ABC-type transport auxiliary lipoprotein family protein		69557950	Cthiooxydans_RS01470	684	227	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	335030	335527	+						69557951	Cthiooxydans_RS01475	498		old_locus_tag=Cthiooxydans_02920
